jour,dep,P,cas_glissant
2021-06-07,53,30,33
2021-06-07,54,62,50
2021-06-07,55,14,11
2021-06-07,56,54,50
2021-06-07,57,64,57
2021-06-07,58,10,9
2021-06-07,59,302,282
2021-06-07,60,96,76
2021-06-07,61,32,27
2021-06-07,62,164,126
2021-06-07,63,65,50
2021-06-07,64,81,65
2021-06-07,65,13,12
2021-06-07,66,61,40
2021-06-07,67,177,112
2021-06-07,68,96,80
2021-06-07,69,271,194
2021-06-07,70,23,20
2021-06-07,71,60,47
2021-06-07,72,42,53
2021-06-07,73,41,29
2021-06-07,74,82,65
2021-06-07,75,297,236
2021-06-07,76,145,107
2021-06-07,77,165,138
2021-06-07,78,193,152
2021-06-07,79,28,24
2021-06-07,80,41,39
2021-06-07,81,38,33
2021-06-07,82,25,20
2021-06-07,83,85,53
2021-06-07,84,33,30
2021-06-07,85,34,38
2021-06-07,86,30,25
2021-06-07,87,23,21
2021-06-07,88,31,29
2021-06-07,89,36,31
2021-06-07,90,11,11
2021-06-07,91,156,138
2021-06-07,92,203,163
2021-06-07,93,264,222
2021-06-07,94,163,159
2021-06-07,95,205,164
2021-06-07,971,33,25
2021-06-07,972,15,10
2021-06-07,973,198,125
2021-06-07,974,245,181
2021-06-07,975,0,0
2021-06-07,976,7,5
2021-06-07,977,1,0
2021-06-07,978,24,16
2021-06-08,01,43,40
2021-06-08,02,33,36
2021-06-08,03,20,20
2021-06-08,04,5,6
2021-06-08,05,9,10
2021-06-08,06,36,40
2021-06-08,07,15,20
2021-06-08,08,15,22
2021-06-08,09,4,5
2021-06-08,10,10,13
2021-06-08,11,16,19
2021-06-08,12,21,17
2021-06-08,13,130,157
2021-06-08,14,35,47
2021-06-08,15,8,6
2021-06-08,16,9,12
2021-06-08,17,26,23
2021-06-08,18,16,18
2021-06-08,19,18,17
2021-06-08,21,38,62
2021-06-08,22,19,33
2021-06-08,23,3,3
2021-06-08,24,18,23
2021-06-08,25,30,40
2021-06-08,26,22,26
2021-06-08,27,54,60
2021-06-08,28,33,29
2021-06-08,29,60,64
2021-06-08,2A,7,6
2021-06-08,2B,2,4
2021-06-08,30,21,39
2021-06-08,31,103,121
2021-06-08,32,12,14
2021-06-08,33,109,121
2021-06-08,34,61,89
2021-06-08,35,71,79
2021-06-08,36,9,17
2021-06-08,37,47,40
2021-06-08,38,83,75
2021-06-08,39,30,23
2021-06-08,40,42,40
2021-06-08,41,12,15
2021-06-08,42,62,98
2021-06-08,43,25,21
2021-06-08,44,90,106
2021-06-08,45,62,81
2021-06-08,46,4,8
2021-06-08,47,25,23
2021-06-08,48,6,3
2021-06-08,49,66,54
2021-06-08,50,34,38
2021-06-08,51,32,36
2021-06-08,52,7,11
2021-06-08,53,20,29
2021-06-08,54,54,46
2021-06-08,55,9,11
2021-06-08,56,41,48
2021-06-08,57,50,54
2021-06-08,58,9,8
2021-06-08,59,190,253
2021-06-08,60,52,69
2021-06-08,61,20,25
2021-06-08,62,112,117
2021-06-08,63,45,46
2021-06-08,64,70,64
2021-06-08,65,7,9
2021-06-08,66,39,37
2021-06-08,67,81,106
2021-06-08,68,54,75
2021-06-08,69,190,183
2021-06-08,70,13,16
2021-06-08,71,42,44
2021-06-08,72,43,48
2021-06-08,73,33,27
2021-06-08,74,69,62
2021-06-08,75,199,222
2021-06-08,76,97,101
2021-06-08,77,114,127
2021-06-08,78,119,136
2021-06-08,79,12,18
2021-06-08,80,35,36
2021-06-08,81,19,28
2021-06-08,82,16,17
2021-06-08,83,53,52
2021-06-08,84,30,28
2021-06-08,85,25,34
2021-06-08,86,26,23
2021-06-08,87,13,18
2021-06-08,88,19,24
2021-06-08,89,23,28
2021-06-08,90,11,10
2021-06-08,91,132,130
2021-06-08,92,130,152
2021-06-08,93,179,208
2021-06-08,94,136,146
2021-06-08,95,154,152
2021-06-08,971,35,24
2021-06-08,972,11,10
2021-06-08,973,200,130
2021-06-08,974,181,184
2021-06-08,975,0,0
2021-06-08,976,2,4
2021-06-08,977,4,1
2021-06-08,978,22,15
2021-06-09,01,29,36
2021-06-09,02,17,30
2021-06-09,03,16,18
2021-06-09,04,3,5
2021-06-09,05,9,9
2021-06-09,06,33,37
2021-06-09,07,8,17
2021-06-09,08,16,20
2021-06-09,09,2,5
2021-06-09,10,6,11
2021-06-09,11,5,16
2021-06-09,12,5,15
2021-06-09,13,118,141
2021-06-09,14,23,42
2021-06-09,15,2,5
2021-06-09,16,3,10
2021-06-09,17,17,21
2021-06-09,18,16,16
2021-06-09,19,8,16
2021-06-09,21,43,49
2021-06-09,22,25,30
2021-06-09,23,4,3
2021-06-09,24,12,22
2021-06-09,25,34,37
2021-06-09,26,17,23
2021-06-09,27,29,54
2021-06-09,28,18,27
2021-06-09,29,60,60
2021-06-09,2A,5,6
2021-06-09,2B,0,4
2021-06-09,30,37,32
2021-06-09,31,91,108
2021-06-09,32,12,13
2021-06-09,33,106,112
2021-06-09,34,62,76
2021-06-09,35,72,74
2021-06-09,36,4,12
2021-06-09,37,30,38
2021-06-09,38,73,72
2021-06-09,39,21,20
2021-06-09,40,22,33
2021-06-09,41,8,11
2021-06-09,42,69,91
2021-06-09,43,14,19
2021-06-09,44,63,92
2021-06-09,45,48,71
2021-06-09,46,4,7
2021-06-09,47,27,23
2021-06-09,48,2,3
2021-06-09,49,39,51
2021-06-09,50,27,35
2021-06-09,51,28,34
2021-06-09,52,6,10
2021-06-09,53,27,25
2021-06-09,54,53,45
2021-06-09,55,12,11
2021-06-09,56,28,42
2021-06-09,57,35,48
2021-06-09,58,5,7
2021-06-09,59,168,227
2021-06-09,60,35,57
2021-06-09,61,19,24
2021-06-09,62,69,106
2021-06-09,63,41,43
2021-06-09,64,68,60
2021-06-09,65,7,9
2021-06-09,66,18,32
2021-06-09,67,68,96
2021-06-09,68,65,69
2021-06-09,69,129,166
2021-06-09,70,18,15
2021-06-09,71,34,40
2021-06-09,72,28,43
2021-06-09,73,14,24
2021-06-09,74,63,60
2021-06-09,75,211,207
2021-06-09,76,92,95
2021-06-09,77,93,119
2021-06-09,78,103,126
2021-06-09,79,11,17
2021-06-09,80,23,31
2021-06-09,81,24,24
2021-06-09,82,14,15
2021-06-09,83,44,48
2021-06-09,84,19,26
2021-06-09,85,33,32
2021-06-09,86,12,21
2021-06-09,87,18,16
2021-06-09,88,24,21
2021-06-09,89,20,28
2021-06-09,90,7,9
2021-06-09,91,103,118
2021-06-09,92,121,140
2021-06-09,93,169,193
2021-06-09,94,101,132
2021-06-09,95,110,138
2021-06-09,971,21,22
2021-06-09,972,9,9
2021-06-09,973,179,135
2021-06-09,974,177,178
2021-06-09,975,0,0
2021-06-09,976,4,4
2021-06-09,977,2,1
2021-06-09,978,14,14
2021-06-10,01,15,31
2021-06-10,02,25,28
2021-06-10,03,13,17
2021-06-10,04,7,5
2021-06-10,05,7,8
2021-06-10,06,27,34
2021-06-10,07,14,14
2021-06-10,08,16,18
2021-06-10,09,1,3
2021-06-10,10,3,8
2021-06-10,11,14,14
2021-06-10,12,11,14
2021-06-10,13,115,132
2021-06-10,14,32,38
2021-06-10,15,1,5
2021-06-10,16,10,9
2021-06-10,17,14,18
2021-06-10,18,11,14
2021-06-10,19,15,16
2021-06-10,21,46,44
2021-06-10,22,25,26
2021-06-10,23,1,3
2021-06-10,24,8,17
2021-06-10,25,31,33
2021-06-10,26,14,19
2021-06-10,27,24,44
2021-06-10,28,11,23
2021-06-10,29,41,53
2021-06-10,2A,2,5
2021-06-10,2B,2,3
2021-06-10,30,32,32
2021-06-10,31,84,94
2021-06-10,32,14,11
2021-06-10,33,100,102
2021-06-10,34,60,65
2021-06-10,35,73,69
2021-06-10,36,7,11
2021-06-10,37,28,35
2021-06-10,38,55,68
2021-06-10,39,20,20
2021-06-10,40,26,31
2021-06-10,41,7,10
2021-06-10,42,70,80
2021-06-10,43,11,17
2021-06-10,44,62,80
2021-06-10,45,59,65
2021-06-10,46,4,6
2021-06-10,47,23,22
2021-06-10,48,4,3
2021-06-10,49,46,47
2021-06-10,50,23,31
2021-06-10,51,13,28
2021-06-10,52,1,8
2021-06-10,53,21,24
2021-06-10,54,39,43
2021-06-10,55,3,9
2021-06-10,56,31,35
2021-06-10,57,56,47
2021-06-10,58,6,6
2021-06-10,59,164,203
2021-06-10,60,42,52
2021-06-10,61,11,20
2021-06-10,62,68,95
2021-06-10,63,41,41
2021-06-10,64,68,57
2021-06-10,65,7,8
2021-06-10,66,29,31
2021-06-10,67,64,85
2021-06-10,68,44,61
2021-06-10,69,136,154
2021-06-10,70,8,13
2021-06-10,71,34,38
2021-06-10,72,25,37
2021-06-10,73,16,21
2021-06-10,74,42,55
2021-06-10,75,154,191
2021-06-10,76,84,90
2021-06-10,77,92,110
2021-06-10,78,89,112
2021-06-10,79,18,15
2021-06-10,80,30,29
2021-06-10,81,24,23
2021-06-10,82,13,15
2021-06-10,83,36,44
2021-06-10,84,15,22
2021-06-10,85,17,26
2021-06-10,86,10,18
2021-06-10,87,16,15
2021-06-10,88,18,19
2021-06-10,89,26,27
2021-06-10,90,5,8
2021-06-10,91,89,107
2021-06-10,92,103,125
2021-06-10,93,173,179
2021-06-10,94,104,120
2021-06-10,95,99,126
2021-06-10,971,20,22
2021-06-10,972,11,9
2021-06-10,973,27,116
2021-06-10,974,184,173
2021-06-10,975,0,0
2021-06-10,976,5,4
2021-06-10,977,0,1
2021-06-10,978,12,13
2021-06-11,01,38,29
2021-06-11,02,18,24
2021-06-11,03,9,14
2021-06-11,04,3,5
2021-06-11,05,5,7
2021-06-11,06,25,31
2021-06-11,07,13,13
2021-06-11,08,9,15
2021-06-11,09,2,3
2021-06-11,10,2,7
2021-06-11,11,16,13
2021-06-11,12,15,14
2021-06-11,13,117,118
2021-06-11,14,26,33
2021-06-11,15,5,5
2021-06-11,16,7,8
2021-06-11,17,16,16
2021-06-11,18,10,13
2021-06-11,19,9,14
2021-06-11,21,42,40
2021-06-11,22,17,22
2021-06-11,23,1,2
2021-06-11,24,13,15
2021-06-11,25,36,32
2021-06-11,26,20,18
2021-06-11,27,36,38
2021-06-11,28,18,20
2021-06-11,29,49,49
2021-06-11,2A,2,5
2021-06-11,2B,4,3
2021-06-11,30,25,28
2021-06-11,31,83,86
2021-06-11,32,12,11
2021-06-11,33,102,94
2021-06-11,34,51,58
2021-06-11,35,64,65
2021-06-11,36,3,8
2021-06-11,37,28,31
2021-06-11,38,65,62
2021-06-11,39,10,20
2021-06-11,40,27,28
2021-06-11,41,10,9
2021-06-11,42,58,69
2021-06-11,43,13,16
2021-06-11,44,66,72
2021-06-11,45,49,57
2021-06-11,46,11,7
2021-06-11,47,19,20
2021-06-11,48,0,3
2021-06-11,49,35,43
2021-06-11,50,30,27
2021-06-11,51,27,26
2021-06-11,52,3,6
2021-06-11,53,24,21
2021-06-11,54,24,39
2021-06-11,55,4,7
2021-06-11,56,37,34
2021-06-11,57,29,42
2021-06-11,58,7,6
2021-06-11,59,190,183
2021-06-11,60,44,46
2021-06-11,61,15,17
2021-06-11,62,51,84
2021-06-11,63,35,38
2021-06-11,64,65,56
2021-06-11,65,16,8
2021-06-11,66,24,28
2021-06-11,67,61,77
2021-06-11,68,42,52
2021-06-11,69,121,142
2021-06-11,70,7,11
2021-06-11,71,20,32
2021-06-11,72,28,31
2021-06-11,73,11,19
2021-06-11,74,24,47
2021-06-11,75,175,181
2021-06-11,76,78,85
2021-06-11,77,86,99
2021-06-11,78,77,102
2021-06-11,79,14,15
2021-06-11,80,39,28
2021-06-11,81,24,20
2021-06-11,82,9,14
2021-06-11,83,53,43
2021-06-11,84,16,18
2021-06-11,85,27,24
2021-06-11,86,12,16
2021-06-11,87,11,14
2021-06-11,88,16,18
2021-06-11,89,15,23
2021-06-11,90,7,7
2021-06-11,91,103,97
2021-06-11,92,111,117
2021-06-11,93,167,175
2021-06-11,94,134,113
2021-06-11,95,106,115
2021-06-11,971,26,23
2021-06-11,972,17,10
2021-06-11,973,173,119
2021-06-11,974,198,168
2021-06-11,975,0,0
2021-06-11,976,1,3
2021-06-11,977,0,1
2021-06-11,978,5,12
2021-06-12,01,19,29
2021-06-12,02,5,21
2021-06-12,03,11,14
2021-06-12,04,0,4
2021-06-12,05,0,6
2021-06-12,06,12,30
2021-06-12,07,8,12
2021-06-12,08,5,12
2021-06-12,09,2,2
2021-06-12,10,2,6
2021-06-12,11,4,12
2021-06-12,12,7,12
2021-06-12,13,47,112
2021-06-12,14,25,32
2021-06-12,15,0,4
2021-06-12,16,2,7
2021-06-12,17,14,17
2021-06-12,18,9,13
2021-06-12,19,6,12
2021-06-12,21,14,37
2021-06-12,22,20,22
2021-06-12,23,0,2
2021-06-12,24,4,13
2021-06-12,25,23,31
2021-06-12,26,8,17
2021-06-12,27,12,35
2021-06-12,28,11,18
2021-06-12,29,25,46
2021-06-12,2A,1,4
2021-06-12,2B,5,3
2021-06-12,30,14,27
2021-06-12,31,41,82
2021-06-12,32,3,10
2021-06-12,33,45,89
2021-06-12,34,23,54
2021-06-12,35,31,59
2021-06-12,36,1,6
2021-06-12,37,9,28
2021-06-12,38,29,61
2021-06-12,39,5,18
2021-06-12,40,19,27
2021-06-12,41,8,9
2021-06-12,42,43,66
2021-06-12,43,13,15
2021-06-12,44,34,66
2021-06-12,45,27,53
2021-06-12,46,1,6
2021-06-12,47,18,20
2021-06-12,48,1,2
2021-06-12,49,15,39
2021-06-12,50,15,26
2021-06-12,51,8,23
2021-06-12,52,1,4
2021-06-12,53,6,19
2021-06-12,54,11,35
2021-06-12,55,0,6
2021-06-12,56,28,32
2021-06-12,57,28,38
2021-06-12,58,1,5
2021-06-12,59,103,171
2021-06-12,60,17,42
2021-06-12,61,10,16
2021-06-12,62,47,74
2021-06-12,63,24,36
2021-06-12,64,29,55
2021-06-12,65,3,8
2021-06-12,66,23,28
2021-06-12,67,45,72
2021-06-12,68,38,50
2021-06-12,69,72,135
2021-06-12,70,5,11
2021-06-12,71,7,30
2021-06-12,72,18,28
2021-06-12,73,13,19
2021-06-12,74,22,44
2021-06-12,75,91,171
2021-06-12,76,38,79
2021-06-12,77,64,91
2021-06-12,78,58,94
2021-06-12,79,9,13
2021-06-12,80,10,26
2021-06-12,81,5,19
2021-06-12,82,6,12
2021-06-12,83,36,45
2021-06-12,84,10,18
2021-06-12,85,8,21
2021-06-12,86,8,14
2021-06-12,87,12,14
2021-06-12,88,17,18
2021-06-12,89,11,20
2021-06-12,90,1,6
2021-06-12,91,49,93
2021-06-12,92,75,111
2021-06-12,93,75,153
2021-06-12,94,57,103
2021-06-12,95,72,109
2021-06-12,971,11,22
2021-06-12,972,7,10
2021-06-12,973,82,124
2021-06-12,974,106,166
2021-06-12,975,0,0
2021-06-12,976,2,3
2021-06-12,977,0,1
2021-06-12,978,9,12
2021-06-13,01,2,29
2021-06-13,02,2,21
2021-06-13,03,1,14
2021-06-13,04,0,4
2021-06-13,05,0,6
2021-06-13,06,7,30
2021-06-13,07,1,12
2021-06-13,08,3,13
2021-06-13,09,0,2
2021-06-13,10,0,6
2021-06-13,11,1,11
2021-06-13,12,3,13
2021-06-13,13,16,107
2021-06-13,14,2,30
2021-06-13,15,0,4
2021-06-13,16,0,7
2021-06-13,17,0,16
2021-06-13,18,2,13
2021-06-13,19,0,12
2021-06-13,21,3,36
2021-06-13,22,3,22
2021-06-13,23,0,2
2021-06-13,24,1,13
2021-06-13,25,5,31
2021-06-13,26,4,18
2021-06-13,27,3,35
2021-06-13,28,0,18
2021-06-13,29,9,47
2021-06-13,2A,0,4
2021-06-13,2B,0,3
2021-06-13,30,3,26
2021-06-13,31,19,79
2021-06-13,32,0,10
2021-06-13,33,17,90
2021-06-13,34,6,54
2021-06-13,35,5,58
2021-06-13,36,0,6
2021-06-13,37,2,28
2021-06-13,38,6,60
2021-06-13,39,0,18
2021-06-13,40,3,28
2021-06-13,41,2,9
2021-06-13,42,7,64
2021-06-13,43,1,15
2021-06-13,44,14,64
2021-06-13,45,3,52
2021-06-13,46,2,6
2021-06-13,47,0,20
2021-06-13,48,0,2
2021-06-13,49,2,39
2021-06-13,50,0,26
2021-06-13,51,3,23
2021-06-13,52,0,4
2021-06-13,53,0,18
2021-06-13,54,1,35
2021-06-13,55,0,6
2021-06-13,56,3,32
2021-06-13,57,3,38
2021-06-13,58,1,6
2021-06-13,59,32,164
2021-06-13,60,6,42
2021-06-13,61,3,16
2021-06-13,62,5,74
2021-06-13,63,2,36
2021-06-13,64,3,55
2021-06-13,65,0,8
2021-06-13,66,1,28
2021-06-13,67,15,73
2021-06-13,68,5,49
2021-06-13,69,8,132
2021-06-13,70,0,11
2021-06-13,71,2,28
2021-06-13,72,6,27
2021-06-13,73,3,19
2021-06-13,74,3,44
2021-06-13,75,43,167
2021-06-13,76,7,77
2021-06-13,77,14,90
2021-06-13,78,7,92
2021-06-13,79,0,13
2021-06-13,80,2,26
2021-06-13,81,2,19
2021-06-13,82,0,12
2021-06-13,83,4,44
2021-06-13,84,1,18
2021-06-13,85,5,21
2021-06-13,86,2,14
2021-06-13,87,1,13
2021-06-13,88,2,18
2021-06-13,89,0,19
2021-06-13,90,1,6
2021-06-13,91,6,91
2021-06-13,92,13,108
2021-06-13,93,28,151
2021-06-13,94,15,101
2021-06-13,95,12,108
2021-06-13,971,3,21
2021-06-13,972,0,10
2021-06-13,973,12,124
2021-06-13,974,53,163
2021-06-13,975,0,0
2021-06-13,976,1,3
2021-06-13,977,2,1
2021-06-13,978,1,12
2021-06-14,01,35,26
2021-06-14,02,10,16
2021-06-14,03,21,13
2021-06-14,04,5,3
2021-06-14,05,1,4
2021-06-14,06,42,26
2021-06-14,07,14,10
2021-06-14,08,10,11
2021-06-14,09,1,2
2021-06-14,10,7,4
2021-06-14,11,17,10
2021-06-14,12,13,11
2021-06-14,13,114,94
2021-06-14,14,28,24
2021-06-14,15,8,3
2021-06-14,16,7,5
2021-06-14,17,17,15
2021-06-14,18,6,10
2021-06-14,19,8,9
2021-06-14,21,31,31
2021-06-14,22,17,18
2021-06-14,23,0,1
2021-06-14,24,9,9
2021-06-14,25,17,25
2021-06-14,26,8,13
2021-06-14,27,37,28
2021-06-14,28,16,15
2021-06-14,29,39,40
2021-06-14,2A,2,3
2021-06-14,2B,5,3
2021-06-14,30,26,23
2021-06-14,31,98,74
2021-06-14,32,16,10
2021-06-14,33,113,85
2021-06-14,34,56,46
2021-06-14,35,32,50
2021-06-14,36,3,4
2021-06-14,37,28,25
2021-06-14,38,60,53
2021-06-14,39,20,15
2021-06-14,40,38,25
2021-06-14,41,12,8
2021-06-14,42,64,53
2021-06-14,43,10,12
2021-06-14,44,45,53
2021-06-14,45,44,42
2021-06-14,46,6,5
2021-06-14,47,24,19
2021-06-14,48,0,2
2021-06-14,49,27,33
2021-06-14,50,18,21
2021-06-14,51,25,19
2021-06-14,52,4,3
2021-06-14,53,22,17
2021-06-14,54,38,31
2021-06-14,55,10,5
2021-06-14,56,25,28
2021-06-14,57,27,33
2021-06-14,58,3,5
2021-06-14,59,159,144
2021-06-14,60,37,33
2021-06-14,61,18,14
2021-06-14,62,66,60
2021-06-14,63,30,31
2021-06-14,64,62,52
2021-06-14,65,12,7
2021-06-14,66,32,24
2021-06-14,67,90,61
2021-06-14,68,75,46
2021-06-14,69,150,115
2021-06-14,70,6,8
2021-06-14,71,28,24
2021-06-14,72,16,23
2021-06-14,73,16,15
2021-06-14,74,34,37
2021-06-14,75,162,148
2021-06-14,76,60,65
2021-06-14,77,88,79
2021-06-14,78,113,81
2021-06-14,79,5,10
2021-06-14,80,33,25
2021-06-14,81,20,17
2021-06-14,82,8,9
2021-06-14,83,40,38
2021-06-14,84,12,15
2021-06-14,85,11,18
2021-06-14,86,11,12
2021-06-14,87,11,12
2021-06-14,88,20,17
2021-06-14,89,10,15
2021-06-14,90,11,6
2021-06-14,91,104,84
2021-06-14,92,115,95
2021-06-14,93,158,136
2021-06-14,94,112,94
2021-06-14,95,116,96
2021-06-14,971,30,21
2021-06-14,972,16,10
2021-06-14,973,202,125
2021-06-14,974,199,157
2021-06-14,975,0,0
2021-06-14,976,2,2
2021-06-14,977,0,1
2021-06-14,978,10,10
2021-06-15,01,18,22
2021-06-15,02,10,12
2021-06-15,03,16,12
2021-06-15,04,2,3
2021-06-15,05,1,3
2021-06-15,06,36,26
2021-06-15,07,11,10
2021-06-15,08,10,10
2021-06-15,09,1,1
2021-06-15,10,5,4
2021-06-15,11,5,9
2021-06-15,12,11,9
2021-06-15,13,76,86
2021-06-15,14,21,22
2021-06-15,15,3,3
2021-06-15,16,5,5
2021-06-15,17,7,12
2021-06-15,18,7,9
2021-06-15,19,5,7
2021-06-15,21,23,29
2021-06-15,22,10,17
2021-06-15,23,0,1
2021-06-15,24,4,7
2021-06-15,25,25,24
2021-06-15,26,12,12
2021-06-15,27,17,23
2021-06-15,28,15,13
2021-06-15,29,37,37
2021-06-15,2A,4,2
2021-06-15,2B,1,2
2021-06-15,30,12,21
2021-06-15,31,76,70
2021-06-15,32,3,9
2021-06-15,33,91,82
2021-06-15,34,35,42
2021-06-15,35,16,42
2021-06-15,36,5,3
2021-06-15,37,12,20
2021-06-15,38,32,46
2021-06-15,39,4,11
2021-06-15,40,28,23
2021-06-15,41,5,7
2021-06-15,42,33,49
2021-06-15,43,11,10
2021-06-15,44,44,47
2021-06-15,45,20,36
2021-06-15,46,3,4
2021-06-15,47,15,18
2021-06-15,48,0,1
2021-06-15,49,15,26
2021-06-15,50,15,18
2021-06-15,51,22,18
2021-06-15,52,3,3
2021-06-15,53,13,16
2021-06-15,54,26,27
2021-06-15,55,7,5
2021-06-15,56,26,25
2021-06-15,57,26,29
2021-06-15,58,2,4
2021-06-15,59,127,135
2021-06-15,60,22,29
2021-06-15,61,24,14
2021-06-15,62,43,50
2021-06-15,63,25,28
2021-06-15,64,31,47
2021-06-15,65,10,8
2021-06-15,66,20,21
2021-06-15,67,40,55
2021-06-15,68,40,44
2021-06-15,69,76,99
2021-06-15,70,6,7
2021-06-15,71,18,20
2021-06-15,72,14,19
2021-06-15,73,7,11
2021-06-15,74,27,31
2021-06-15,75,142,140
2021-06-15,76,49,58
2021-06-15,77,61,71
2021-06-15,78,82,76
2021-06-15,79,8,9
2021-06-15,80,15,22
2021-06-15,81,18,17
2021-06-15,82,8,8
2021-06-15,83,29,35
2021-06-15,84,6,11
2021-06-15,85,7,15
2021-06-15,86,6,9
2021-06-15,87,6,11
2021-06-15,88,22,17
2021-06-15,89,15,14
2021-06-15,90,6,5
2021-06-15,91,48,72
2021-06-15,92,74,87
2021-06-15,93,118,127
2021-06-15,94,80,86
2021-06-15,95,90,86
2021-06-15,971,9,17
2021-06-15,972,19,11
2021-06-15,973,179,122
2021-06-15,974,197,159
2021-06-15,975,0,0
2021-06-15,976,3,3
2021-06-15,977,0,1
2021-06-15,978,15,9
2021-06-16,01,28,22
2021-06-16,02,6,11
2021-06-16,03,10,12
2021-06-16,04,1,3
2021-06-16,05,5,3
2021-06-16,06,27,25
2021-06-16,07,9,10
2021-06-16,08,8,9
2021-06-16,09,3,1
2021-06-16,10,4,3
2021-06-16,11,4,9
2021-06-16,12,7,10
2021-06-16,13,53,77
2021-06-16,14,14,21
2021-06-16,15,1,3
2021-06-16,16,2,5
2021-06-16,17,8,11
2021-06-16,18,5,7
2021-06-16,19,10,8
2021-06-16,21,23,26
2021-06-16,22,12,15
2021-06-16,23,1,0
2021-06-16,24,11,7
2021-06-16,25,8,21
2021-06-16,26,5,10
2021-06-16,27,13,20
2021-06-16,28,7,11
2021-06-16,29,29,33
2021-06-16,2A,0,2
2021-06-16,2B,1,3
2021-06-16,30,9,17
2021-06-16,31,60,66
2021-06-16,32,6,8
2021-06-16,33,68,77
2021-06-16,34,36,38
2021-06-16,35,17,34
2021-06-16,36,4,3
2021-06-16,37,13,17
2021-06-16,38,33,40
2021-06-16,39,4,9
2021-06-16,40,29,24
2021-06-16,41,7,7
2021-06-16,42,42,45
2021-06-16,43,6,9
2021-06-16,44,47,45
2021-06-16,45,16,31
2021-06-16,46,4,4
2021-06-16,47,14,16
2021-06-16,48,1,1
2021-06-16,49,26,24
2021-06-16,50,10,16
2021-06-16,51,37,19
2021-06-16,52,2,2
2021-06-16,53,14,14
2021-06-16,54,16,22
2021-06-16,55,3,4
2021-06-16,56,20,24
2021-06-16,57,14,26
2021-06-16,58,2,3
2021-06-16,59,97,125
2021-06-16,60,23,27
2021-06-16,61,12,13
2021-06-16,62,47,47
2021-06-16,63,23,26
2021-06-16,64,30,41
2021-06-16,65,2,7
2021-06-16,66,20,21
2021-06-16,67,36,50
2021-06-16,68,31,39
2021-06-16,69,93,94
2021-06-16,70,6,5
2021-06-16,71,9,17
2021-06-16,72,11,17
2021-06-16,73,9,11
2021-06-16,74,12,23
2021-06-16,75,143,130
2021-06-16,76,43,51
2021-06-16,77,63,67
2021-06-16,78,69,71
2021-06-16,79,4,8
2021-06-16,80,19,21
2021-06-16,81,19,16
2021-06-16,82,12,8
2021-06-16,83,26,32
2021-06-16,84,11,10
2021-06-16,85,4,11
2021-06-16,86,9,8
2021-06-16,87,5,9
2021-06-16,88,13,15
2021-06-16,89,8,12
2021-06-16,90,13,6
2021-06-16,91,79,68
2021-06-16,92,53,78
2021-06-16,93,92,116
2021-06-16,94,64,81
2021-06-16,95,67,80
2021-06-16,971,17,17
2021-06-16,972,14,12
2021-06-16,973,146,117
2021-06-16,974,173,159
2021-06-16,975,0,0
2021-06-16,976,1,2
2021-06-16,977,0,0
2021-06-16,978,8,9
2021-06-17,01,12,22
2021-06-17,02,5,8
2021-06-17,03,6,11
2021-06-17,04,2,2
2021-06-17,05,7,3
2021-06-17,06,23,25
2021-06-17,07,15,10
2021-06-17,08,8,8
2021-06-17,09,4,2
2021-06-17,10,4,3
2021-06-17,11,4,7
2021-06-17,12,15,10
2021-06-17,13,88,73
2021-06-17,14,21,20
2021-06-17,15,3,3
2021-06-17,16,2,4
2021-06-17,17,11,10
2021-06-17,18,8,7
2021-06-17,19,5,6
2021-06-17,21,12,21
2021-06-17,22,17,14
2021-06-17,23,1,0
2021-06-17,24,2,6
2021-06-17,25,11,18
2021-06-17,26,6,9
2021-06-17,27,23,20
2021-06-17,28,18,12
2021-06-17,29,35,32
2021-06-17,2A,0,1
2021-06-17,2B,1,2
2021-06-17,30,9,14
2021-06-17,31,62,63
2021-06-17,32,5,6
2021-06-17,33,55,70
2021-06-17,34,35,35
2021-06-17,35,20,26
2021-06-17,36,4,3
2021-06-17,37,11,15
2021-06-17,38,42,38
2021-06-17,39,9,7
2021-06-17,40,33,25
2021-06-17,41,8,7
2021-06-17,42,27,39
2021-06-17,43,7,9
2021-06-17,44,41,42
2021-06-17,45,29,27
2021-06-17,46,5,5
2021-06-17,47,12,15
2021-06-17,48,0,0
2021-06-17,49,20,20
2021-06-17,50,17,15
2021-06-17,51,35,22
2021-06-17,52,6,3
2021-06-17,53,8,12
2021-06-17,54,16,19
2021-06-17,55,6,4
2021-06-17,56,16,22
2021-06-17,57,19,21
2021-06-17,58,1,2
2021-06-17,59,101,116
2021-06-17,60,31,26
2021-06-17,61,7,13
2021-06-17,62,39,43
2021-06-17,63,22,23
2021-06-17,64,46,38
2021-06-17,65,8,7
2021-06-17,66,23,20
2021-06-17,67,38,46
2021-06-17,68,21,36
2021-06-17,69,74,85
2021-06-17,70,1,4
2021-06-17,71,13,14
2021-06-17,72,9,15
2021-06-17,73,7,9
2021-06-17,74,14,19
2021-06-17,75,112,124
2021-06-17,76,66,49
2021-06-17,77,49,61
2021-06-17,78,53,66
2021-06-17,79,6,7
2021-06-17,80,20,20
2021-06-17,81,15,15
2021-06-17,82,4,7
2021-06-17,83,23,30
2021-06-17,84,7,9
2021-06-17,85,8,10
2021-06-17,86,16,9
