dep,jour,taux_posiv_glissant
47,2021-03-08,4.160324708269913
48,2021-03-08,5.423728813559322
49,2021-03-08,6.843703976435936
50,2021-03-08,4.491999228841334
51,2021-03-08,6.629433524334519
52,2021-03-08,4.911032028469751
53,2021-03-08,5.544619422572179
54,2021-03-08,5.27763587063308
55,2021-03-08,6.168764184031359
56,2021-03-08,4.978128273057729
57,2021-03-08,4.222399857891465
58,2021-03-08,5.624238203029775
59,2021-03-08,8.057959262065067
60,2021-03-08,9.170179353665592
61,2021-03-08,6.077748767043807
62,2021-03-08,9.084138695486509
63,2021-03-08,4.9217914097926325
64,2021-03-08,1.7105100654563419
65,2021-03-08,3.4965034965034967
66,2021-03-08,2.537209840364001
67,2021-03-08,4.977256592958746
68,2021-03-08,4.464933181394385
69,2021-03-08,6.251245191644572
70,2021-03-08,5.66873339238264
71,2021-03-08,3.9963290505589852
72,2021-03-08,5.873217563179444
73,2021-03-08,5.632960082058296
74,2021-03-08,6.457257479407623
75,2021-03-08,5.286449813166187
76,2021-03-08,6.728639701596922
77,2021-03-08,9.286115561473961
78,2021-03-08,7.204498756353411
79,2021-03-08,4.38233834959484
80,2021-03-08,7.786704820603125
81,2021-03-08,5.6432973805855164
82,2021-03-08,4.368785778849051
83,2021-03-08,7.216494845360824
84,2021-03-08,7.275149900066623
85,2021-03-08,4.457784447779446
86,2021-03-08,5.035733192165167
87,2021-03-08,3.5989466497610456
88,2021-03-08,5.224148236700538
89,2021-03-08,5.406499949377341
90,2021-03-08,4.390080428954423
91,2021-03-08,8.79574690273888
92,2021-03-08,6.52542895938773
93,2021-03-08,11.270463131383798
94,2021-03-08,9.530459067900157
95,2021-03-08,9.913928961086192
971,2021-03-08,6.646464646464646
972,2021-03-08,2.671660424469413
973,2021-03-08,1.6938519447929739
974,2021-03-08,4.258326707306299
975,2021-03-08,0
976,2021-03-08,11.638233232063566
977,2021-03-08,6.132542037586548
978,2021-03-08,2.838709677419355
01,2021-03-09,6.1177655882682185
02,2021-03-09,9.432430437670677
03,2021-03-09,5.409356725146199
04,2021-03-09,6.174549772412428
05,2021-03-09,6.771435174485788
06,2021-03-09,8.108630147570114
07,2021-03-09,5.017457649036596
08,2021-03-09,5.762256548018804
09,2021-03-09,3.067484662576687
10,2021-03-09,8.681703286019832
11,2021-03-09,2.666112956810631
12,2021-03-09,3.962900505902192
13,2021-03-09,5.821170177503972
14,2021-03-09,5.237169722120082
15,2021-03-09,2.720751916893396
16,2021-03-09,4.668860551213492
17,2021-03-09,3.3175355450236967
18,2021-03-09,5.886725137505574
19,2021-03-09,4.718081659105638
21,2021-03-09,4.101221640488656
22,2021-03-09,4.674655148390692
23,2021-03-09,1.4947245017584994
24,2021-03-09,3.5852713178294575
25,2021-03-09,6.616429753953303
26,2021-03-09,5.429625724828677
27,2021-03-09,8.897006066140499
28,2021-03-09,7.533811382409004
29,2021-03-09,2.6975763962065336
2A,2021-03-09,2.2715472481827623
2B,2021-03-09,3.3501556963384513
30,2021-03-09,7.010354703679224
31,2021-03-09,4.317808219178082
32,2021-03-09,3.179122182680902
33,2021-03-09,3.972437930657333
34,2021-03-09,4.425931453691894
35,2021-03-09,6.413489404945613
36,2021-03-09,5.130759651307597
37,2021-03-09,6.835791769500086
38,2021-03-09,6.732126611663582
39,2021-03-09,4.631864815932408
40,2021-03-09,2.73265095314114
41,2021-03-09,6.849489795918368
42,2021-03-09,5.728446837916409
43,2021-03-09,3.944315545243619
44,2021-03-09,5.012596646685779
45,2021-03-09,5.615550755939525
46,2021-03-09,2.8625954198473282
47,2021-03-09,4.264132553606237
48,2021-03-09,5.6354226566992525
49,2021-03-09,6.920871820539655
50,2021-03-09,4.390243902439024
51,2021-03-09,6.902985074626866
52,2021-03-09,5.025357307514984
53,2021-03-09,5.84729381443299
54,2021-03-09,5.107902499611861
55,2021-03-09,6.011469250543801
56,2021-03-09,5.056481979558903
57,2021-03-09,4.182863977766442
58,2021-03-09,5.936148985700034
59,2021-03-09,7.944289230705317
60,2021-03-09,9.403531351807908
61,2021-03-09,5.543328748280605
62,2021-03-09,8.958115712504632
63,2021-03-09,4.8249859886890505
64,2021-03-09,1.7534312836326258
65,2021-03-09,3.9238767902687854
66,2021-03-09,2.645051194539249
67,2021-03-09,4.910865322055953
68,2021-03-09,4.489857552725626
69,2021-03-09,6.216976498429756
70,2021-03-09,5.23138832997988
71,2021-03-09,4.264927245358756
72,2021-03-09,5.72777229815415
73,2021-03-09,5.353443275047651
74,2021-03-09,6.660798122065728
75,2021-03-09,5.336444568442945
76,2021-03-09,6.723123295536099
77,2021-03-09,9.127203488729194
78,2021-03-09,7.209905710127195
79,2021-03-09,4.162280346586768
80,2021-03-09,7.680822826808228
81,2021-03-09,5.593204161496612
82,2021-03-09,4.6734483266991
83,2021-03-09,7.319013524264122
84,2021-03-09,7.315340909090909
85,2021-03-09,4.611085235211924
86,2021-03-09,4.998385534388118
87,2021-03-09,3.6581796897863623
88,2021-03-09,5.3006329113924044
89,2021-03-09,5.321417690667208
90,2021-03-09,4.529392868615483
91,2021-03-09,8.635570654668994
92,2021-03-09,6.6074411541381926
93,2021-03-09,11.174905711206897
94,2021-03-09,9.428074289821083
95,2021-03-09,9.995336908370248
971,2021-03-09,6.200285539465633
972,2021-03-09,2.9869168106640336
973,2021-03-09,1.5817779183802596
974,2021-03-09,4.377815315315315
975,2021-03-09,0
976,2021-03-09,12.127045235803656
977,2021-03-09,5.522682445759369
978,2021-03-09,3.034134007585335
01,2021-03-10,5.993707962681709
02,2021-03-10,9.549834603768158
03,2021-03-10,5.50637854725332
04,2021-03-10,6.015187849720224
05,2021-03-10,6.7816359822885115
06,2021-03-10,8.05998846375697
07,2021-03-10,4.935430251885948
08,2021-03-10,5.963183821623023
09,2021-03-10,3.3117932148626816
10,2021-03-10,8.657276995305164
11,2021-03-10,2.8287841191067
12,2021-03-10,3.978224455611391
13,2021-03-10,5.945598972959962
14,2021-03-10,5.50123507616303
15,2021-03-10,2.8954295285953577
16,2021-03-10,4.533652885959656
17,2021-03-10,3.3799155021124476
18,2021-03-10,6.064209274673008
19,2021-03-10,4.453749524172059
21,2021-03-10,4.203812422990505
22,2021-03-10,4.597701149425287
23,2021-03-10,1.4289797084881395
24,2021-03-10,3.672566371681416
25,2021-03-10,6.5147291905776905
26,2021-03-10,5.511187380370933
27,2021-03-10,9.006051242435948
28,2021-03-10,7.561063218390805
29,2021-03-10,2.6931658969435937
2A,2021-03-10,2.131524766864479
2B,2021-03-10,3.544142614601019
30,2021-03-10,7.0972749223870295
31,2021-03-10,4.224977856510186
32,2021-03-10,2.8924655936552366
33,2021-03-10,4.038994223873226
34,2021-03-10,4.6187803150035425
35,2021-03-10,6.661645641122199
36,2021-03-10,5.130710969948693
37,2021-03-10,6.948244414044688
38,2021-03-10,6.838886808935479
39,2021-03-10,4.796406317924939
40,2021-03-10,2.6361083431470242
41,2021-03-10,7.182389937106919
42,2021-03-10,5.660904812933886
43,2021-03-10,4.139628552248825
44,2021-03-10,5.271551599153304
45,2021-03-10,5.782658802793031
46,2021-03-10,2.6841448189762795
47,2021-03-10,4.363207547169811
48,2021-03-10,5.275099262620533
49,2021-03-10,7.048318375487263
50,2021-03-10,4.4381027356819525
51,2021-03-10,7.187005893344832
52,2021-03-10,4.772281542819787
53,2021-03-10,5.641106222501572
54,2021-03-10,5.243187305967575
55,2021-03-10,6.375775813428625
56,2021-03-10,5.084745762711865
57,2021-03-10,4.2314170124841555
58,2021-03-10,6.156934917182532
59,2021-03-10,8.00912979108406
60,2021-03-10,9.655735156978551
61,2021-03-10,5.545973198885498
62,2021-03-10,9.088298878529928
63,2021-03-10,4.586829392321383
64,2021-03-10,1.7653167185877467
65,2021-03-10,3.837072018890201
66,2021-03-10,2.5899056088618457
67,2021-03-10,5.105377906976744
68,2021-03-10,4.490987815929916
69,2021-03-10,6.412952369748394
70,2021-03-10,5.269094424750242
71,2021-03-10,4.318499629842889
72,2021-03-10,6.016931365003848
73,2021-03-10,5.624585818422797
74,2021-03-10,6.748017083587553
75,2021-03-10,5.494551410616393
76,2021-03-10,6.8557050774623995
77,2021-03-10,9.206601710081527
78,2021-03-10,7.239005024502203
79,2021-03-10,3.8925081433224755
80,2021-03-10,7.889733840304182
81,2021-03-10,5.102911884662809
82,2021-03-10,4.976131925358021
83,2021-03-10,7.280618340526175
84,2021-03-10,7.436841765199974
85,2021-03-10,4.80536750483559
86,2021-03-10,5.15377144707025
87,2021-03-10,3.949539058709364
88,2021-03-10,5.207762306764609
89,2021-03-10,5.21980748238563
90,2021-03-10,4.444444444444445
91,2021-03-10,8.64615112525976
92,2021-03-10,6.768447837150127
93,2021-03-10,11.002922701803678
94,2021-03-10,9.375
95,2021-03-10,10.189231808965983
971,2021-03-10,5.81133619807653
972,2021-03-10,2.9482262703739215
973,2021-03-10,1.6229712858926344
974,2021-03-10,4.384185263991291
975,2021-03-10,0
976,2021-03-10,11.871908357198645
977,2021-03-10,5.319148936170213
978,2021-03-10,3.354037267080745
01,2021-03-11,5.938566552901023
02,2021-03-11,8.94089003111051
03,2021-03-11,5.640243902439025
04,2021-03-11,6.1289047054171615
05,2021-03-11,6.659167604049494
06,2021-03-11,7.636310957390942
07,2021-03-11,5.036686979231439
08,2021-03-11,4.800642763884704
09,2021-03-11,2.9873908826382154
10,2021-03-11,8.337740172748106
11,2021-03-11,2.9005751848808545
12,2021-03-11,3.895932382461701
13,2021-03-11,5.972866026003392
14,2021-03-11,5.3115172955974845
15,2021-03-11,2.900797165633304
16,2021-03-11,4.505547515677762
17,2021-03-11,3.4500125912868294
18,2021-03-11,5.9393063583815024
19,2021-03-11,4.272283708199453
21,2021-03-11,4.395916052183778
22,2021-03-11,4.675560160600958
23,2021-03-11,1.55061439438268
24,2021-03-11,3.750772217809549
25,2021-03-11,6.488347457627118
26,2021-03-11,5.577036503047382
27,2021-03-11,8.921123077880843
28,2021-03-11,7.634992987377279
29,2021-03-11,2.775090381383981
2A,2021-03-11,2.0054384772263765
2B,2021-03-11,3.2906764168190126
30,2021-03-11,7.208537202632023
31,2021-03-11,4.10062782631602
32,2021-03-11,2.483598875351453
33,2021-03-11,4.163904540934704
34,2021-03-11,4.504718224471506
35,2021-03-11,6.681745708035152
36,2021-03-11,5.386473429951691
37,2021-03-11,6.893027481262775
38,2021-03-11,6.804979253112033
39,2021-03-11,5.1206509539842875
40,2021-03-11,2.8927632219733126
41,2021-03-11,7.495315427857589
42,2021-03-11,5.639494833524685
43,2021-03-11,3.849597135183527
44,2021-03-11,5.204535095715588
45,2021-03-11,5.8305312710154675
46,2021-03-11,2.970922882427307
47,2021-03-11,4.471920499191126
48,2021-03-11,5.332600329851567
49,2021-03-11,6.782654773469929
50,2021-03-11,4.354778028592927
51,2021-03-11,6.593806921675774
52,2021-03-11,4.817548175481755
53,2021-03-11,5.44026089534539
54,2021-03-11,5.386381601234615
55,2021-03-11,6.289535514187601
56,2021-03-11,5.0587961345907555
57,2021-03-11,4.275862068965517
58,2021-03-11,5.624521072796935
59,2021-03-11,8.047148137049245
60,2021-03-11,9.284649234461941
61,2021-03-11,5.777663141604333
62,2021-03-11,8.99391528594785
63,2021-03-11,4.41911229687121
64,2021-03-11,1.7974043872746064
65,2021-03-11,3.4251540413193187
66,2021-03-11,2.665830327740317
67,2021-03-11,4.907720174279141
68,2021-03-11,4.28294215486971
69,2021-03-11,6.425823001282599
70,2021-03-11,5.236432878451285
71,2021-03-11,4.535949815023323
72,2021-03-11,6.184728061847281
73,2021-03-11,5.60625814863103
74,2021-03-11,6.916750250752257
75,2021-03-11,5.573608019626639
76,2021-03-11,6.908047547479164
77,2021-03-11,9.282878459502482
78,2021-03-11,7.546181583771479
79,2021-03-11,3.939179075080753
80,2021-03-11,7.964312914807964
81,2021-03-11,5.123674911660777
82,2021-03-11,5.029039070749736
83,2021-03-11,7.264640474425501
84,2021-03-11,7.351158190287793
85,2021-03-11,4.87152034261242
86,2021-03-11,5.045446113893527
87,2021-03-11,3.9529180971064246
88,2021-03-11,5.033557046979865
89,2021-03-11,5.226748654880861
90,2021-03-11,4.9813200498132
91,2021-03-11,8.745991779112058
92,2021-03-11,6.946118217588896
93,2021-03-11,10.943668679048189
94,2021-03-11,9.500199051789657
95,2021-03-11,10.111665174956313
971,2021-03-11,5.733061409472015
972,2021-03-11,3.4628975265017665
973,2021-03-11,1.8512707875745216
974,2021-03-11,4.598462086876815
975,2021-03-11,0
976,2021-03-11,11.731207289293849
977,2021-03-11,4.6918123275068995
978,2021-03-11,3.4528552456839305
01,2021-03-12,5.750419918980338
02,2021-03-12,8.669418863131153
03,2021-03-12,5.210443394103083
04,2021-03-12,6.202969290217612
05,2021-03-12,7.038188277087033
06,2021-03-12,7.460565089270238
07,2021-03-12,4.959943449575872
08,2021-03-12,4.206161137440758
09,2021-03-12,3.4558529764282864
10,2021-03-12,8.165700647800886
11,2021-03-12,2.9047312520115867
12,2021-03-12,3.8724373576309796
13,2021-03-12,6.009919502009651
14,2021-03-12,5.053037608486018
15,2021-03-12,2.8144620047629356
16,2021-03-12,4.607070892104781
17,2021-03-12,3.6150375939849626
18,2021-03-12,5.255537860141885
19,2021-03-12,3.96485694976346
21,2021-03-12,4.336947456213512
22,2021-03-12,4.469892870336166
23,2021-03-12,1.727328809376928
24,2021-03-12,3.8185545873910813
25,2021-03-12,6.5088156089629585
26,2021-03-12,5.525624178712221
27,2021-03-12,9.02273974272999
28,2021-03-12,7.902659307576518
29,2021-03-12,2.9838190905042308
2A,2021-03-12,1.9689345876175892
2B,2021-03-12,3.096539162112933
30,2021-03-12,7.052352821348544
31,2021-03-12,4.033781290028441
32,2021-03-12,2.5722684958353748
33,2021-03-12,4.239725757516057
34,2021-03-12,4.337747527804494
35,2021-03-12,6.462789464380414
36,2021-03-12,5.415250121418165
37,2021-03-12,6.961847502388043
38,2021-03-12,6.802721088435375
39,2021-03-12,5.277777777777778
40,2021-03-12,2.9273546113177993
41,2021-03-12,7.675028079371023
42,2021-03-12,5.897662108513454
43,2021-03-12,4.4166117336849045
44,2021-03-12,5.224983959606104
45,2021-03-12,5.921687134314923
46,2021-03-12,3.15625
47,2021-03-12,4.4590970049173
48,2021-03-12,5.037406483790523
49,2021-03-12,6.64914246315608
50,2021-03-12,4.13290113452188
51,2021-03-12,6.224834040700838
52,2021-03-12,4.718112754898041
53,2021-03-12,5.381035485747527
54,2021-03-12,5.352824796658606
55,2021-03-12,6.203995793901157
56,2021-03-12,5.136463807424987
57,2021-03-12,4.253910452702144
58,2021-03-12,5.4123363476852475
59,2021-03-12,8.11201657188642
60,2021-03-12,9.014501739519824
61,2021-03-12,5.453423812461444
62,2021-03-12,8.798492648295818
63,2021-03-12,4.185983092446141
64,2021-03-12,1.8652090611968895
65,2021-03-12,3.289694528365223
66,2021-03-12,2.606214819955278
67,2021-03-12,4.802140543585411
68,2021-03-12,4.133531023947523
69,2021-03-12,6.62157845764995
70,2021-03-12,5.4381603480422624
71,2021-03-12,4.511805501441596
72,2021-03-12,6.086956521739131
73,2021-03-12,5.514853876499477
74,2021-03-12,6.851786484684473
75,2021-03-12,5.683029054486041
76,2021-03-12,7.048088520635587
77,2021-03-12,9.403906411242659
78,2021-03-12,7.615117878382829
79,2021-03-12,3.955309084977981
80,2021-03-12,8.29043329043329
81,2021-03-12,5.284742287258831
82,2021-03-12,5.144135188866799
83,2021-03-12,7.240699855186003
84,2021-03-12,7.447677707246559
85,2021-03-12,4.786305535221578
86,2021-03-12,5.068517742804142
87,2021-03-12,4.181360201511335
88,2021-03-12,4.730417090539166
89,2021-03-12,5.302599127300322
90,2021-03-12,4.836020011117288
91,2021-03-12,8.812467532467533
92,2021-03-12,7.0721015627223816
93,2021-03-12,11.026809050855052
94,2021-03-12,9.493441803547114
95,2021-03-12,10.443923311116597
971,2021-03-12,5.924435501900291
972,2021-03-12,4.1241588886477105
973,2021-03-12,1.6859194505151422
974,2021-03-12,4.803308238786979
975,2021-03-12,5.555555555555555
976,2021-03-12,10.450577966501532
977,2021-03-12,4.525288376220053
978,2021-03-12,3.041825095057034
01,2021-03-13,5.728937728937729
02,2021-03-13,8.614492022450653
03,2021-03-13,5.252124020743683
04,2021-03-13,6.287736831147199
05,2021-03-13,6.834061135371179
06,2021-03-13,7.23758804329153
07,2021-03-13,4.911545623836126
08,2021-03-13,4.1712036183935
09,2021-03-13,3.4385682686507137
10,2021-03-13,8.089284215826131
11,2021-03-13,2.9034810126582276
12,2021-03-13,3.917193504400645
13,2021-03-13,6.006589601831687
14,2021-03-13,5.0422617312736815
15,2021-03-13,2.903575297941495
16,2021-03-13,4.628701594533029
17,2021-03-13,3.6217068754016006
18,2021-03-13,5.2137492778740615
19,2021-03-13,3.962053571428571
21,2021-03-13,4.450155552549709
22,2021-03-13,4.493770412483367
23,2021-03-13,1.6073116924046644
24,2021-03-13,4.082669828900559
25,2021-03-13,6.493185858186845
26,2021-03-13,5.605395848339991
27,2021-03-13,8.986523236840513
28,2021-03-13,7.974851091992058
29,2021-03-13,2.8858830997607305
2A,2021-03-13,2.0273248126928163
2B,2021-03-13,3.0811470408785846
30,2021-03-13,6.999520307003518
31,2021-03-13,3.9432587194169706
32,2021-03-13,2.5251287080166707
33,2021-03-13,4.367177174842571
34,2021-03-13,4.329458878687244
35,2021-03-13,6.457829636637584
36,2021-03-13,5.4974458769155925
37,2021-03-13,6.931577184953677
38,2021-03-13,6.903183808734761
39,2021-03-13,5.355993305008369
40,2021-03-13,3.013403776538499
41,2021-03-13,7.474698207535667
42,2021-03-13,5.902973125027048
43,2021-03-13,4.394403148229121
44,2021-03-13,5.336038827497327
45,2021-03-13,6.4134219689775245
46,2021-03-13,3.4203980099502482
47,2021-03-13,4.383316560438331
48,2021-03-13,5.484189723320158
49,2021-03-13,6.501679636007994
50,2021-03-13,4.169265033407572
51,2021-03-13,6.343145054362238
52,2021-03-13,4.878530515504641
53,2021-03-13,5.37664917009505
54,2021-03-13,5.468863934665306
55,2021-03-13,6.255400034560221
56,2021-03-13,5.196317657497781
57,2021-03-13,4.231522352394544
58,2021-03-13,5.36842105263158
59,2021-03-13,8.156405154260765
60,2021-03-13,8.934417929591252
61,2021-03-13,5.688803181872966
62,2021-03-13,8.870599766785526
63,2021-03-13,4.090305444887118
64,2021-03-13,1.8323871620482264
65,2021-03-13,3.295225285810356
66,2021-03-13,2.625668035008907
67,2021-03-13,4.829558666232619
68,2021-03-13,4.165186500888099
69,2021-03-13,6.719780219780219
70,2021-03-13,5.209929512718357
71,2021-03-13,4.688936561446521
72,2021-03-13,5.991572293916249
73,2021-03-13,5.418640122019748
74,2021-03-13,6.862745098039216
75,2021-03-13,5.748438810699972
76,2021-03-13,7.1691971211312016
77,2021-03-13,9.509447674418604
78,2021-03-13,7.7395209580838324
79,2021-03-13,4.078819331819656
80,2021-03-13,8.433478677017973
81,2021-03-13,5.2853133769878395
82,2021-03-13,5.265051571120172
83,2021-03-13,7.24517776096823
84,2021-03-13,7.535616095976005
85,2021-03-13,4.943820224719101
86,2021-03-13,4.9863953625931625
87,2021-03-13,4.273337875985593
88,2021-03-13,4.996971532404603
89,2021-03-13,5.425261373269285
90,2021-03-13,5.171475231355471
91,2021-03-13,8.856209150326798
92,2021-03-13,7.154253085901418
93,2021-03-13,11.134392643035913
94,2021-03-13,9.758762713289064
95,2021-03-13,10.69007336129943
971,2021-03-13,6.031390134529148
972,2021-03-13,4.623287671232877
973,2021-03-13,1.6022620169651274
974,2021-03-13,4.86604994385327
975,2021-03-13,5.88235294117647
976,2021-03-13,10.242200328407225
977,2021-03-13,4.322033898305085
978,2021-03-13,2.7202072538860103
01,2021-03-14,5.741300321668779
02,2021-03-14,8.69015242552653
03,2021-03-14,5.231143552311435
04,2021-03-14,6.280193236714976
05,2021-03-14,6.861250272271836
06,2021-03-14,7.129824078218061
07,2021-03-14,4.861030352366554
08,2021-03-14,4.140474394434666
09,2021-03-14,3.588612670408982
10,2021-03-14,8.15396302861484
11,2021-03-14,2.940711462450593
12,2021-03-14,3.879896206598295
13,2021-03-14,6.011197657655644
14,2021-03-14,5.105395474763101
15,2021-03-14,2.8540540540540538
16,2021-03-14,4.61608359836438
17,2021-03-14,3.666164716784432
18,2021-03-14,5.1938657407407405
19,2021-03-14,4.022284122562674
21,2021-03-14,4.475194060074249
22,2021-03-14,4.433734939759036
23,2021-03-14,1.5777847901546227
24,2021-03-14,4.080941495216324
25,2021-03-14,6.462534962461357
26,2021-03-14,5.533596837944664
27,2021-03-14,8.99746039424356
28,2021-03-14,7.942654692263328
29,2021-03-14,2.8464383028415727
2A,2021-03-14,2.014230979748221
2B,2021-03-14,3.045116610652816
30,2021-03-14,6.969781645443296
31,2021-03-14,3.961961701758946
32,2021-03-14,2.5220372184133204
33,2021-03-14,4.379420222274034
34,2021-03-14,4.359832840489748
35,2021-03-14,6.414537274612492
36,2021-03-14,5.489434053922759
37,2021-03-14,6.886745106786371
38,2021-03-14,6.889210845332781
39,2021-03-14,5.343413634033829
40,2021-03-14,2.9783920576211798
41,2021-03-14,7.458866544789762
42,2021-03-14,5.949459727065307
43,2021-03-14,4.484795449573397
44,2021-03-14,5.310365636228982
45,2021-03-14,6.418363475401542
46,2021-03-14,3.4633385335413416
47,2021-03-14,4.360919027436984
48,2021-03-14,5.637982195845697
49,2021-03-14,6.461447262565101
50,2021-03-14,4.2266027348605935
51,2021-03-14,6.241664443851694
52,2021-03-14,5.098814229249012
53,2021-03-14,5.341246290801187
54,2021-03-14,5.508798775822494
55,2021-03-14,6.2208398133748055
56,2021-03-14,5.167659386719612
57,2021-03-14,4.280033659478278
58,2021-03-14,5.416393442622951
59,2021-03-14,8.157504287338382
60,2021-03-14,8.955726012649711
61,2021-03-14,5.626720938584939
62,2021-03-14,8.898814055389197
63,2021-03-14,4.133727862915691
64,2021-03-14,1.8293025082767522
65,2021-03-14,3.3681374200067364
66,2021-03-14,2.6440257424207183
67,2021-03-14,4.851231985123198
68,2021-03-14,4.1744382271960205
69,2021-03-14,6.756313096768898
70,2021-03-14,5.18427894173421
71,2021-03-14,4.736036725325172
72,2021-03-14,6.066381860006572
73,2021-03-14,5.387394620634284
74,2021-03-14,6.876611705868562
75,2021-03-14,5.814473704509341
76,2021-03-14,7.168513565150936
77,2021-03-14,9.552761932011231
78,2021-03-14,7.767564868413753
79,2021-03-14,4.068591765752649
80,2021-03-14,8.501142341002073
81,2021-03-14,5.206967596928264
82,2021-03-14,5.278980278980279
83,2021-03-14,7.264967341837818
84,2021-03-14,7.621247113163972
85,2021-03-14,4.965893587994543
86,2021-03-14,4.971480036025218
87,2021-03-14,4.3152881718339975
88,2021-03-14,5.099577549788775
89,2021-03-14,5.460495558672276
90,2021-03-14,5.21669341894061
91,2021-03-14,8.950697861231047
92,2021-03-14,7.219839590063495
93,2021-03-14,11.205143626313829
94,2021-03-14,9.814407046240957
95,2021-03-14,10.710840764581981
971,2021-03-14,5.944369672498878
972,2021-03-14,4.616384915474643
973,2021-03-14,1.6439205955334986
974,2021-03-14,4.8255659121171774
975,2021-03-14,5.88235294117647
976,2021-03-14,9.998008364867557
977,2021-03-14,4.369747899159663
978,2021-03-14,2.6923076923076925
01,2021-03-15,5.838373255869327
02,2021-03-15,8.462765015059352
03,2021-03-15,4.949538329396607
04,2021-03-15,5.89523999203346
05,2021-03-15,6.718682271348071
06,2021-03-15,7.194550872711793
07,2021-03-15,5.0176759037518535
08,2021-03-15,3.6425186188219363
09,2021-03-15,3.95706167122711
10,2021-03-15,8.507659364190413
11,2021-03-15,3.351342886226607
12,2021-03-15,4.25531914893617
13,2021-03-15,5.946691683681916
14,2021-03-15,5.424789410348977
15,2021-03-15,2.97644539614561
16,2021-03-15,4.7326367547633685
17,2021-03-15,3.9191104327918893
18,2021-03-15,5.822222222222222
19,2021-03-15,4.198473282442748
21,2021-03-15,4.394934651588001
22,2021-03-15,4.893765238592825
23,2021-03-15,1.4488286066584464
24,2021-03-15,4.128402415818648
25,2021-03-15,6.367969494756911
26,2021-03-15,5.749790741098448
27,2021-03-15,9.12534435261708
28,2021-03-15,8.036427544336156
29,2021-03-15,2.838574022746822
2A,2021-03-15,2.183311716385646
2B,2021-03-15,2.9079325935059597
30,2021-03-15,7.131044258938416
31,2021-03-15,3.99017008342495
32,2021-03-15,2.685700459714493
33,2021-03-15,4.512278567627157
34,2021-03-15,4.658067656364079
35,2021-03-15,6.566063044936285
36,2021-03-15,5.687668546212307
37,2021-03-15,6.6485828166519045
38,2021-03-15,7.2252614870036
39,2021-03-15,5.690458670591121
40,2021-03-15,3.195188422140776
41,2021-03-15,7.618255288804374
42,2021-03-15,6.285690114631361
43,2021-03-15,4.611497157296273
44,2021-03-15,5.631376349296078
45,2021-03-15,6.903115284563162
46,2021-03-15,3.6390977443609023
47,2021-03-15,4.095039964962225
48,2021-03-15,5.544747081712062
49,2021-03-15,6.286322337726119
50,2021-03-15,4.287632153045813
51,2021-03-15,6.20850438396432
52,2021-03-15,5.554476597397553
53,2021-03-15,5.648732054206359
54,2021-03-15,5.600964759480101
55,2021-03-15,6.346313173156587
56,2021-03-15,4.8977830519445495
57,2021-03-15,4.311241221545008
58,2021-03-15,5.392343889100852
59,2021-03-15,8.259608745684694
60,2021-03-15,9.193983301387219
61,2021-03-15,5.856164383561644
62,2021-03-15,9.14872308462694
63,2021-03-15,4.3803834999783575
64,2021-03-15,1.8653421633554084
65,2021-03-15,3.5260930888575457
66,2021-03-15,3.1147164613147624
67,2021-03-15,4.971302029195101
68,2021-03-15,4.318161810018487
69,2021-03-15,6.976128724924576
70,2021-03-15,5.138908881531597
71,2021-03-15,5.1941315945465325
72,2021-03-15,6.175604761295277
73,2021-03-15,5.594900849858357
74,2021-03-15,7.253197707518883
75,2021-03-15,6.148184680754202
76,2021-03-15,7.489754349799996
77,2021-03-15,9.995202850877192
78,2021-03-15,8.324559681650278
79,2021-03-15,4.727817546196104
80,2021-03-15,8.582943576475271
81,2021-03-15,5.3545051698670605
82,2021-03-15,5.534373194685153
83,2021-03-15,7.394235239423525
84,2021-03-15,7.685069008782936
85,2021-03-15,5.158150851581508
86,2021-03-15,5.344001868940544
87,2021-03-15,5.052567112381341
88,2021-03-15,5.178365937859609
89,2021-03-15,5.668669835859718
90,2021-03-15,4.877444912106957
91,2021-03-15,9.343780607247796
92,2021-03-15,7.61556948938627
93,2021-03-15,11.716883188222692
94,2021-03-15,9.973071290215902
95,2021-03-15,11.18964584770892
971,2021-03-15,6.452353616532721
972,2021-03-15,5.1892551892551895
973,2021-03-15,1.9993652808632179
974,2021-03-15,4.81088610307511
975,2021-03-15,5.88235294117647
976,2021-03-15,9.303663917130251
977,2021-03-15,4.122011541632316
978,2021-03-15,2.3591087811271296
01,2021-03-16,6.018582720843156
02,2021-03-16,7.943483339823107
03,2021-03-16,4.811800610376399
04,2021-03-16,6.167234203556564
05,2021-03-16,6.993478749718912
06,2021-03-16,6.993509969222535
07,2021-03-16,4.853409465246513
08,2021-03-16,3.266152934202727
09,2021-03-16,4.081632653061225
10,2021-03-16,8.3812334938636
11,2021-03-16,3.463269509497292
12,2021-03-16,4.440041953152313
13,2021-03-16,5.99408802277206
14,2021-03-16,5.559711961096045
15,2021-03-16,2.7771977448319065
16,2021-03-16,4.474431818181818
17,2021-03-16,3.80479735318445
18,2021-03-16,5.858585858585859
19,2021-03-16,4.310632151983113
21,2021-03-16,4.458386170993793
22,2021-03-16,5.197836606888699
23,2021-03-16,1.6853932584269662
24,2021-03-16,4.42624307106809
25,2021-03-16,6.149475324199239
26,2021-03-16,5.8117735283089615
27,2021-03-16,9.23951670220327
28,2021-03-16,8.002173238124806
29,2021-03-16,2.7286484441501937
2A,2021-03-16,1.9884820167336739
2B,2021-03-16,2.8333502589621204
